,purchase,total_events,unique_products,unique_categories,active_hours,view_count,cart_count,session_count,avg_session_duration,cart_event_ratio,cart_per_product
33546,purchase,4,1,1,0.05694444444444444,1,1,1,3.4166666666666665,0.25,1.0
19882,purchase,22,6,2,127.49361111111111,16,4,7,1092.8023809523809,0.18181818181818182,0.6666666666666666
31139,purchase,5,1,1,0.7394444444444445,2,2,2,22.183333333333334,0.4,2.0
4152,purchase,5,1,1,0.6547222222222222,3,1,1,39.28333333333333,0.2,1.0
16545,purchase,5,2,1,20.419166666666666,3,1,2,612.5749999999999,0.2,0.5
1132,purchase,11,4,3,34.304722222222225,9,1,2,1029.1416666666667,0.09090909090909091,0.25
37274,purchase,8,1,1,9.988333333333333,4,2,3,199.76666666666665,0.25,2.0
19550,purchase,10,1,1,28.584722222222222,6,2,4,428.7708333333333,0.2,2.0
3969,purchase,7,2,1,0.33,4,1,1,19.8,0.14285714285714285,0.5
1663,purchase,6,3,2,259.2608333333333,4,1,2,7777.825,0.16666666666666666,0.3333333333333333
39392,purchase,6,3,1,0.15222222222222223,4,1,2,4.566666666666667,0.16666666666666666,0.3333333333333333
32355,purchase,6,1,1,42.77972222222222,4,1,3,855.5944444444443,0.16666666666666666,1.0
38002,purchase,11,5,1,0.2125,8,2,2,6.375,0.18181818181818182,0.4
29949,purchase,9,4,1,24.904166666666665,5,2,3,498.0833333333333,0.2222222222222222,0.5
13391,purchase,3,1,1,0.025555555555555557,1,1,1,1.5333333333333334,0.3333333333333333,1.0
21145,purchase,15,5,1,70.47555555555556,11,3,2,2114.266666666667,0.2,0.6
30423,purchase,4,1,1,0.03166666666666667,2,1,2,0.9500000000000001,0.25,1.0
18650,purchase,19,4,1,8.366388888888888,17,0,1,501.9833333333333,0.0,0.0
38064,purchase,12,4,2,10.783333333333333,8,2,2,323.5,0.16666666666666666,0.5
4252,purchase,53,12,2,141.80527777777777,47,2,2,4254.158333333333,0.03773584905660377,0.16666666666666666
15626,purchase,4,1,1,0.5477777777777778,2,1,1,32.86666666666667,0.25,1.0
32033,purchase,4,1,1,0.14333333333333334,2,1,1,8.6,0.25,1.0
1576,purchase,8,3,1,37.96388888888889,6,1,2,1138.9166666666667,0.125,0.3333333333333333
1397,purchase,6,2,1,0.7872222222222223,4,1,1,47.233333333333334,0.16666666666666666,0.5
28537,purchase,9,3,2,0.6044444444444445,5,2,1,36.266666666666666,0.2222222222222222,0.6666666666666666
30425,purchase,4,1,1,0.059166666666666666,2,1,1,3.55,0.25,1.0
11434,purchase,9,1,1,17.77611111111111,2,2,4,266.64166666666665,0.2222222222222222,2.0
13456,purchase,5,1,1,0.5936111111111111,3,1,2,17.808333333333334,0.2,1.0
32083,purchase,10,4,1,61.71611111111111,7,2,4,925.7416666666667,0.2,0.5
4346,purchase,17,10,1,0.6266666666666667,13,2,1,37.6,0.11764705882352941,0.2
8954,purchase,4,1,1,0.09222222222222222,1,1,1,5.533333333333333,0.25,1.0
6947,purchase,7,2,1,43.867222222222225,3,2,2,1316.0166666666667,0.2857142857142857,1.0
27400,purchase,5,1,1,0.24388888888888888,3,1,1,14.633333333333333,0.2,1.0
5772,purchase,7,4,1,0.13055555555555556,5,1,1,7.833333333333334,0.14285714285714285,0.25
2735,purchase,135,63,7,22.989722222222223,91,18,1,1379.3833333333334,0.13333333333333333,0.2857142857142857
2613,purchase,7,2,1,15.006388888888889,5,1,3,300.12777777777774,0.14285714285714285,0.5
16454,purchase,4,1,1,0.11305555555555556,2,1,2,3.391666666666667,0.25,1.0
2628,purchase,3,1,1,0.02861111111111111,1,1,1,1.7166666666666668,0.3333333333333333,1.0
3521,purchase,18,6,4,3.1772222222222224,12,3,2,95.31666666666668,0.16666666666666666,0.5
8265,purchase,16,2,1,0.29638888888888887,8,5,2,8.891666666666666,0.3125,2.5
21836,purchase,7,1,1,0.10555555555555556,2,1,1,6.333333333333333,0.14285714285714285,1.0
22029,purchase,3,1,1,0.020277777777777777,1,1,1,1.2166666666666666,0.3333333333333333,1.0
15414,purchase,7,2,1,0.37472222222222223,3,2,1,22.483333333333334,0.2857142857142857,1.0
18117,purchase,16,4,1,0.6741666666666667,9,4,1,40.45,0.25,1.0
32829,purchase,4,1,1,0.08611111111111111,2,1,1,5.166666666666667,0.25,1.0
9817,purchase,3,1,1,0.17722222222222223,2,0,1,10.633333333333333,0.0,0.0
26080,purchase,6,1,1,21.503333333333334,4,1,2,645.1,0.16666666666666666,1.0
14208,purchase,3,1,1,0.10833333333333334,1,1,1,6.5,0.3333333333333333,1.0
38825,purchase,11,5,1,0.43583333333333335,7,2,2,13.075000000000001,0.18181818181818182,0.4
39022,purchase,5,1,1,0.16361111111111112,3,1,1,9.816666666666668,0.2,1.0
6862,purchase,7,2,1,0.3819444444444444,3,3,1,22.916666666666664,0.42857142857142855,1.5
8677,purchase,3,1,1,0.04138888888888889,1,1,1,2.4833333333333334,0.3333333333333333,1.0
29523,purchase,4,1,1,0.045,2,1,2,1.3499999999999999,0.25,1.0
39754,purchase,3,1,1,0.023055555555555555,1,1,1,1.3833333333333333,0.3333333333333333,1.0
8597,purchase,7,1,1,0.31777777777777777,4,1,1,19.066666666666666,0.14285714285714285,1.0
10601,purchase,19,3,1,5.993888888888889,7,3,1,359.6333333333333,0.15789473684210525,1.0
3822,purchase,12,1,1,236.81666666666666,10,1,5,2841.7999999999997,0.08333333333333333,1.0
22421,purchase,8,6,2,0.5116666666666667,6,1,2,15.350000000000001,0.125,0.16666666666666666
28852,purchase,3,1,1,0.09027777777777778,1,1,1,5.416666666666667,0.3333333333333333,1.0
10818,purchase,3,1,1,0.029166666666666667,1,1,1,1.75,0.3333333333333333,1.0
4608,purchase,2,1,1,0.025,0,1,2,0.75,0.5,1.0
20744,purchase,7,1,1,3.174166666666667,4,1,1,190.45000000000002,0.14285714285714285,1.0
33968,purchase,6,2,1,0.05,2,2,1,3.0,0.3333333333333333,1.0
28695,purchase,22,8,1,0.6488888888888888,13,6,1,38.93333333333333,0.2727272727272727,0.75
8987,purchase,8,6,1,40.397777777777776,6,1,2,1211.9333333333334,0.125,0.16666666666666666
31418,purchase,4,1,1,0.01888888888888889,2,1,2,0.5666666666666667,0.25,1.0
30196,purchase,1,1,1,0.0,0,0,1,0.0,0.0,0.0
27936,purchase,3,1,1,0.01861111111111111,1,1,1,1.1166666666666665,0.3333333333333333,1.0
10865,purchase,4,1,1,1.8130555555555556,1,1,2,54.391666666666666,0.25,1.0
36143,purchase,4,1,1,0.08638888888888889,2,1,1,5.183333333333334,0.25,1.0
2778,purchase,7,2,1,0.05138888888888889,3,3,2,1.5416666666666665,0.42857142857142855,1.5
485,purchase,5,1,1,0.5372222222222223,3,1,1,32.233333333333334,0.2,1.0
28605,purchase,11,5,1,1.8736111111111111,8,2,1,112.41666666666667,0.18181818181818182,0.4
17384,purchase,4,1,1,0.0825,1,1,1,4.95,0.25,1.0
32386,purchase,5,2,2,14.368333333333334,3,1,2,431.05,0.2,0.5
1633,purchase,31,3,1,12.880833333333333,11,8,2,386.425,0.25806451612903225,2.6666666666666665
950,purchase,9,1,1,4.4191666666666665,5,1,3,88.38333333333334,0.1111111111111111,1.0
16348,purchase,3,1,1,0.023055555555555555,1,1,1,1.3833333333333333,0.3333333333333333,1.0
4721,purchase,8,3,1,2.0233333333333334,5,1,1,121.4,0.125,0.3333333333333333
10954,purchase,5,1,1,0.4683333333333333,3,1,2,14.049999999999999,0.2,1.0
4860,purchase,13,1,1,1.3883333333333334,9,3,2,41.650000000000006,0.23076923076923078,3.0
17908,purchase,16,3,2,143.17027777777778,10,2,3,2863.405555555556,0.125,0.6666666666666666
26952,purchase,3,1,1,0.03805555555555556,1,1,1,2.2833333333333337,0.3333333333333333,1.0
34063,purchase,16,5,1,0.5702777777777778,9,3,2,17.108333333333334,0.1875,0.6
35640,purchase,15,4,1,1.9022222222222223,8,4,2,57.06666666666667,0.26666666666666666,1.0
2859,purchase,4,1,1,0.10333333333333333,2,1,1,6.2,0.25,1.0
3228,purchase,32,7,1,177.33527777777778,28,3,12,886.6763888888888,0.09375,0.42857142857142855
28866,purchase,5,1,1,10.758611111111112,3,1,3,215.17222222222225,0.2,1.0
7285,purchase,3,1,1,0.08694444444444445,1,1,1,5.216666666666667,0.3333333333333333,1.0
8680,purchase,1,1,1,0.0,0,0,1,0.0,0.0,0.0
22097,purchase,4,1,1,0.04583333333333333,2,1,2,1.375,0.25,1.0
14820,purchase,3,1,1,0.04611111111111111,1,1,1,2.7666666666666666,0.3333333333333333,1.0
4215,purchase,22,2,2,61.57694444444444,10,5,3,1231.5388888888888,0.22727272727272727,2.5
19726,purchase,9,1,1,14.587777777777777,6,1,3,291.75555555555553,0.1111111111111111,1.0
20196,purchase,5,2,1,21.362222222222222,3,1,2,640.8666666666667,0.2,0.5
38736,purchase,7,1,1,0.15472222222222223,5,1,2,4.641666666666667,0.14285714285714285,1.0
29885,purchase,6,2,1,15.256944444444445,4,1,2,457.7083333333333,0.16666666666666666,0.5
7558,purchase,4,1,1,0.05444444444444444,2,1,1,3.2666666666666666,0.25,1.0
20154,purchase,8,2,1,0.1386111111111111,4,1,1,8.316666666666666,0.125,0.5
26562,purchase,4,1,1,0.06472222222222222,2,1,2,1.9416666666666667,0.25,1.0
9874,purchase,3,1,1,0.43472222222222223,1,1,2,13.041666666666668,0.3333333333333333,1.0
5050,purchase,7,1,1,171.63083333333333,5,1,4,2574.4625,0.14285714285714285,1.0
4015,purchase,3,1,1,0.08833333333333333,1,1,1,5.3,0.3333333333333333,1.0
38603,purchase,4,1,1,0.5388888888888889,2,1,2,16.166666666666664,0.25,1.0
686,purchase,6,1,1,0.08777777777777777,4,1,2,2.6333333333333333,0.16666666666666666,1.0
5676,purchase,8,1,1,0.4216666666666667,2,2,2,12.65,0.25,2.0
21901,purchase,5,1,1,0.14833333333333334,2,1,2,4.45,0.2,1.0
2920,purchase,18,7,1,12.277777777777779,16,1,2,368.33333333333337,0.05555555555555555,0.14285714285714285
3681,purchase,4,2,2,243.62694444444443,2,1,2,7308.808333333333,0.25,0.5
28902,purchase,8,2,1,5.223333333333334,5,0,3,104.46666666666668,0.0,0.0
2981,purchase,4,1,1,148.75444444444443,2,1,1,8925.266666666666,0.25,1.0
39606,purchase,7,2,1,0.07972222222222222,3,3,1,4.783333333333333,0.42857142857142855,1.5
27309,purchase,16,1,1,24.701944444444443,6,3,3,494.03888888888883,0.1875,3.0
35527,purchase,4,2,1,0.01888888888888889,2,1,1,1.1333333333333333,0.25,0.5
18333,purchase,11,2,2,56.71111111111111,8,2,3,1134.2222222222222,0.18181818181818182,1.0
24274,purchase,7,1,1,25.98027777777778,4,2,1,1558.8166666666668,0.2857142857142857,2.0
4807,purchase,12,2,1,1.24,9,1,2,37.2,0.08333333333333333,0.5
20709,purchase,5,3,1,0.1325,3,1,1,7.95,0.2,0.3333333333333333
261,non_purchase,1,1,1,0.0,1,0,1,0.0,0.0,0.0
2933,non_purchase,1,1,1,0.0,1,0,1,0.0,0.0,0.0
13319,non_purchase,1,1,1,0.0,1,0,1,0.0,0.0,0.0
8908,non_purchase,1,1,1,0.0,1,0,1,0.0,0.0,0.0
26465,non_purchase,3,2,1,0.05527777777777778,3,0,1,3.316666666666667,0.0,0.0
16435,non_purchase,1,1,1,0.0,1,0,1,0.0,0.0,0.0
34445,non_purchase,1,1,1,0.0,1,0,1,0.0,0.0,0.0
9945,non_purchase,1,1,1,0.0,1,0,1,0.0,0.0,0.0
36138,non_purchase,1,1,1,0.0,1,0,1,0.0,0.0,0.0
38467,non_purchase,1,1,1,0.0,1,0,1,0.0,0.0,0.0
18585,non_purchase,5,5,1,0.03027777777777778,5,0,1,1.8166666666666667,0.0,0.0
31090,non_purchase,1,1,1,0.0,1,0,1,0.0,0.0,0.0
8774,non_purchase,2,1,1,91.6125,2,0,1,5496.75,0.0,0.0
25397,non_purchase,1,1,1,0.0,1,0,1,0.0,0.0,0.0
26133,non_purchase,1,1,1,0.0,1,0,1,0.0,0.0,0.0
7250,non_purchase,3,2,1,0.026111111111111113,3,0,1,1.5666666666666669,0.0,0.0
26642,non_purchase,1,1,1,0.0,1,0,1,0.0,0.0,0.0
34271,non_purchase,1,1,1,0.0,1,0,1,0.0,0.0,0.0
14644,non_purchase,2,1,1,0.47944444444444445,2,0,2,14.383333333333333,0.0,0.0
729,non_purchase,3,1,1,0.4936111111111111,2,1,2,14.808333333333334,0.3333333333333333,1.0
13093,non_purchase,2,2,1,0.005,2,0,1,0.3,0.0,0.0
31196,non_purchase,2,2,2,0.006111111111111111,2,0,1,0.3666666666666667,0.0,0.0
34918,non_purchase,2,1,1,0.0030555555555555557,2,0,1,0.18333333333333335,0.0,0.0
31698,non_purchase,4,1,1,80.88166666666666,4,0,1,4852.9,0.0,0.0
35738,non_purchase,1,1,1,0.0,1,0,1,0.0,0.0,0.0
18217,non_purchase,1,1,1,0.0,1,0,1,0.0,0.0,0.0
9430,non_purchase,1,1,1,0.0,1,0,1,0.0,0.0,0.0
9301,non_purchase,1,1,1,0.0,1,0,1,0.0,0.0,0.0
34098,non_purchase,3,2,1,0.014166666666666666,2,1,1,0.85,0.3333333333333333,0.5
13625,non_purchase,1,1,1,0.0,1,0,1,0.0,0.0,0.0
10745,non_purchase,1,1,1,0.0,1,0,1,0.0,0.0,0.0
21207,non_purchase,1,1,1,0.0,1,0,1,0.0,0.0,0.0
34250,non_purchase,2,2,1,0.04888888888888889,2,0,1,2.9333333333333336,0.0,0.0
6630,non_purchase,1,1,1,0.0,1,0,1,0.0,0.0,0.0
38351,non_purchase,1,1,1,0.0,1,0,1,0.0,0.0,0.0
12099,non_purchase,1,1,1,0.0,1,0,1,0.0,0.0,0.0
21571,non_purchase,2,1,1,0.005833333333333334,1,1,1,0.35000000000000003,0.5,1.0
18159,non_purchase,2,2,1,0.12416666666666666,2,0,1,7.449999999999999,0.0,0.0
6341,non_purchase,1,1,1,0.0,1,0,1,0.0,0.0,0.0
28282,non_purchase,1,1,1,0.0,1,0,1,0.0,0.0,0.0
15137,non_purchase,1,1,1,0.0,1,0,1,0.0,0.0,0.0
35467,non_purchase,1,1,1,0.0,1,0,1,0.0,0.0,0.0
14463,non_purchase,2,1,1,0.06027777777777778,2,0,1,3.6166666666666667,0.0,0.0
19858,non_purchase,1,1,1,0.0,1,0,1,0.0,0.0,0.0
27140,non_purchase,1,1,1,0.0,1,0,1,0.0,0.0,0.0
35655,non_purchase,2,1,1,0.008888888888888889,2,0,1,0.5333333333333333,0.0,0.0
34914,non_purchase,3,1,1,17.055833333333332,3,0,1,1023.3499999999999,0.0,0.0
3009,non_purchase,9,4,2,147.84055555555557,9,0,1,8870.433333333334,0.0,0.0
2139,non_purchase,1,1,1,0.0,1,0,1,0.0,0.0,0.0
18152,non_purchase,1,1,1,0.0,1,0,1,0.0,0.0,0.0
12380,non_purchase,1,1,1,0.0,1,0,1,0.0,0.0,0.0
1408,non_purchase,1,1,1,0.0,1,0,1,0.0,0.0,0.0
14464,non_purchase,2,1,1,0.0725,1,1,1,4.35,0.5,1.0
29189,non_purchase,1,1,1,0.0,1,0,1,0.0,0.0,0.0
5010,non_purchase,1,1,1,0.0,1,0,1,0.0,0.0,0.0
20413,non_purchase,2,1,1,0.07361111111111111,2,0,1,4.416666666666667,0.0,0.0
9184,non_purchase,7,1,1,139.97277777777776,7,0,3,2799.4555555555553,0.0,0.0
39175,non_purchase,1,1,1,0.0,1,0,1,0.0,0.0,0.0
22863,non_purchase,1,1,1,0.0,1,0,1,0.0,0.0,0.0
39616,non_purchase,1,1,1,0.0,1,0,1,0.0,0.0,0.0
13084,non_purchase,1,1,1,0.0,1,0,1,0.0,0.0,0.0
1343,non_purchase,3,2,1,0.010833333333333334,3,0,1,0.65,0.0,0.0
3901,non_purchase,1,1,1,0.0,1,0,1,0.0,0.0,0.0
37106,non_purchase,1,1,1,0.0,1,0,1,0.0,0.0,0.0
5595,non_purchase,1,1,1,0.0,1,0,1,0.0,0.0,0.0
9469,non_purchase,2,1,1,0.010277777777777778,2,0,1,0.6166666666666667,0.0,0.0
1598,non_purchase,2,1,1,0.003611111111111111,1,1,1,0.21666666666666665,0.5,1.0
26898,non_purchase,1,1,1,0.0,1,0,1,0.0,0.0,0.0
8029,non_purchase,3,2,1,0.9866666666666667,3,0,1,59.2,0.0,0.0
31947,non_purchase,1,1,1,0.0,1,0,1,0.0,0.0,0.0
9504,non_purchase,1,1,1,0.0,1,0,1,0.0,0.0,0.0
32349,non_purchase,2,1,1,0.09916666666666667,2,0,1,5.95,0.0,0.0
1093,non_purchase,1,1,1,0.0,1,0,1,0.0,0.0,0.0
29040,non_purchase,2,1,1,0.015277777777777777,2,0,1,0.9166666666666666,0.0,0.0
16018,non_purchase,1,1,1,0.0,1,0,1,0.0,0.0,0.0
4593,non_purchase,2,1,1,0.2922222222222222,2,0,1,17.53333333333333,0.0,0.0
5448,non_purchase,1,1,1,0.0,1,0,1,0.0,0.0,0.0
38105,non_purchase,1,1,1,0.0,1,0,1,0.0,0.0,0.0
25682,non_purchase,1,1,1,0.0,1,0,1,0.0,0.0,0.0
32951,non_purchase,7,2,1,0.3983333333333333,7,0,3,7.966666666666667,0.0,0.0
12669,non_purchase,1,1,1,0.0,1,0,1,0.0,0.0,0.0
34541,non_purchase,1,1,1,0.0,1,0,1,0.0,0.0,0.0
601,non_purchase,5,4,1,7.303055555555556,5,0,1,438.18333333333334,0.0,0.0
32900,non_purchase,1,1,1,0.0,1,0,1,0.0,0.0,0.0
36321,non_purchase,1,1,1,0.0,1,0,1,0.0,0.0,0.0
7894,non_purchase,1,1,1,0.0,1,0,1,0.0,0.0,0.0
31884,non_purchase,1,1,1,0.0,1,0,1,0.0,0.0,0.0
20551,non_purchase,1,1,1,0.0,1,0,1,0.0,0.0,0.0
33299,non_purchase,2,1,1,0.006666666666666667,2,0,2,0.2,0.0,0.0
